"char/tpm: Fix unitialized usage of data buffer

This patch fixes information leakage to the userspace by initializing
the data buffer to zero.

Reported-by: Peter Huewe <huewe.external@infineon.com>
Signed-off-by: Peter Huewe <huewe.external@infineon.com>
Signed-off-by: Marcel Selhorst <m.selhorst@sirrix.com>
[ Also removed the silly ""* sizeof(u8)"".  If that isn't 1, we have way
  deeper problems than a simple multiplication can fix.   - Linus ]
Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>","{'added': [(983, '\tchip->data_buffer = kzalloc(TPM_BUFSIZE, GFP_KERNEL);')], 'deleted': [(983, '\tchip->data_buffer = kmalloc(TPM_BUFSIZE * sizeof(u8), GFP_KERNEL);')]}"
"staging: comedi: fix infoleak to userspace

driver_name and board_name are pointers to strings, not buffers of size
COMEDI_NAMELEN.  Copying COMEDI_NAMELEN bytes of a string containing
less than COMEDI_NAMELEN-1 bytes would leak some unrelated bytes.

Signed-off-by: Vasiliy Kulikov <segoon@openwall.com>
Cc: stable <stable@kernel.org>
Signed-off-by: Greg Kroah-Hartman <gregkh@suse.de>","{'added': [(386, '\tstrlcpy(devinfo.driver_name, dev->driver->driver_name, COMEDI_NAMELEN);'), (387, '\tstrlcpy(devinfo.board_name, dev->board_name, COMEDI_NAMELEN);')], 'deleted': [(386, '\tmemcpy(devinfo.driver_name, dev->driver->driver_name, COMEDI_NAMELEN);'), (387, '\tmemcpy(devinfo.board_name, dev->board_name, COMEDI_NAMELEN);')]}"
"xfrm_user: fix info leak in copy_to_user_auth()

copy_to_user_auth() fails to initialize the remainder of alg_name and
therefore discloses up to 54 bytes of heap memory via netlink to
userland.

Use strncpy() instead of strcpy() to fill the trailing bytes of alg_name
with null bytes.

Signed-off-by: Mathias Krause <minipli@googlemail.com>
Acked-by: Steffen Klassert <steffen.klassert@secunet.com>
Signed-off-by: David S. Miller <davem@davemloft.net>","{'added': [(745, '\tstrncpy(algo->alg_name, auth->alg_name, sizeof(algo->alg_name));')], 'deleted': [(745, '\tstrcpy(algo->alg_name, auth->alg_name);')]}"
"llc: fix info leak via getsockname()

The LLC code wrongly returns 0, i.e. ""success"", when the socket is
zapped. Together with the uninitialized uaddrlen pointer argument from
sys_getsockname this leads to an arbitrary memory leak of up to 128
bytes kernel stack via the getsockname() syscall.

Return an error instead when the socket is zapped to prevent the info
leak. Also remove the unnecessary memset(0). We don't directly write to
the memory pointed by uaddr but memcpy() a local structure at the end of
the function that is properly initialized.

Signed-off-by: Mathias Krause <minipli@googlemail.com>
Cc: Arnaldo Carvalho de Melo <acme@ghostprotocols.net>
Signed-off-by: David S. Miller <davem@davemloft.net>","{'added': [(972, '\tint rc = -EBADF;')], 'deleted': [(972, '\tint rc = 0;'), (979, '\tmemset(uaddr, 0, *uaddrlen);')]}"
"Bluetooth: RFCOMM - Fix info leak in ioctl(RFCOMMGETDEVLIST)

The RFCOMM code fails to initialize the two padding bytes of struct
rfcomm_dev_list_req inserted for alignment before copying it to
userland. Additionally there are two padding bytes in each instance of
struct rfcomm_dev_info. The ioctl() that for disclosures two bytes plus
dev_num times two bytes uninitialized kernel heap memory.

Allocate the memory using kzalloc() to fix this issue.

Signed-off-by: Mathias Krause <minipli@googlemail.com>
Cc: Marcel Holtmann <marcel@holtmann.org>
Cc: Gustavo Padovan <gustavo@padovan.org>
Cc: Johan Hedberg <johan.hedberg@gmail.com>
Signed-off-by: David S. Miller <davem@davemloft.net>","{'added': [(459, '\tdl = kzalloc(size, GFP_KERNEL);')], 'deleted': [(459, '\tdl = kmalloc(size, GFP_KERNEL);')]}"
"net/tun: fix ioctl() based info leaks

The tun module leaks up to 36 bytes of memory by not fully initializing
a structure located on the stack that gets copied to user memory by the
TUNGETIFF and SIOCGIFHWADDR ioctl()s.

Signed-off-by: Mathias Krause <minipli@googlemail.com>
Signed-off-by: David S. Miller <davem@davemloft.net>","{'added': [(1382, '\tif (cmd == TUNSETIFF || _IOC_TYPE(cmd) == 0x89) {'), (1385, '\t} else'), (1386, '\t\tmemset(&ifr, 0, sizeof(ifr));')], 'deleted': [(1382, '\tif (cmd == TUNSETIFF || _IOC_TYPE(cmd) == 0x89)')]}"
"Remove Swift location/password from messages.

Updates several exceptions and log messages in the Swift backend
so that they don't include Swift location URI's which may contain
passwords when used in Swift single tenant mode.

Fixes LP Bug #1098962.

Change-Id: I458de58563343347d5c976fe1ad084cc7e3280eb","{'added': [(139, '            LOG.debug(_(""Invalid store URI: %(reason)s"") % locals())'), (165, '                reason = (_(""Badly formed credentials in Swift URI.""))'), (183, '            reason = _(""Badly formed Swift URI."")'), (243, '                msg = _(""Swift could not find image at URI."")'), (244, '                raise exception.NotFound(msg)'), (377, '                                            ""this location""))'), (420, '                msg = _(""Swift could not find image at URI."")'), (421, '                raise exception.NotFound(msg)'), (579, '                msg = _(""Swift could not find image at URI."")'), (580, '                raise exception.NotFound(msg)')], 'deleted': [(139, '            LOG.debug(_(""Invalid store uri %(uri)s: %(reason)s"") % locals())'), (165, '                reason = (_(""Badly formed credentials \'%(creds)s\' in Swift ""'), (166, '                            ""URI"") % locals())'), (184, '            reason = _(""Badly formed Swift URI: %s"") % uri'), (244, '                raise exception.NotFound(_(""Swift could not find image at ""'), (245, '                                           ""uri %(uri)s"") % locals())'), (378, '                                            ""location %s"") %'), (379, '                                          location.get_uri())'), (422, '                raise exception.NotFound(_(""Swift could not find image at ""'), (423, '                                           ""uri %(uri)s"") % locals())'), (581, '                raise exception.NotFound(_(""Swift could not find image at ""'), (582, '                                           ""uri %(uri)s"") % locals())')]}"
"Bluetooth: Fix incorrect strncpy() in hidp_setup_hid()

The length parameter should be sizeof(req->name) - 1 because there is no
guarantee that string provided by userspace will contain the trailing
'\0'.

Can be easily reproduced by manually setting req->name to 128 non-zero
bytes prior to ioctl(HIDPCONNADD) and checking the device name setup on
input subsystem:

$ cat /sys/devices/pnp0/00\:04/tty/ttyS0/hci0/hci0\:1/input8/name
AAAAAA[...]AAAAAAAAf0:af:f0:af:f0:af

(""f0:af:f0:af:f0:af"" is the device bluetooth address, taken from ""phys""
field in struct hid_device due to overflow.)

Cc: stable@vger.kernel.org
Signed-off-by: Anderson Lizardo <anderson.lizardo@openbossa.org>
Acked-by: Marcel Holtmann <marcel@holtmann.org>
Signed-off-by: Gustavo Padovan <gustavo.padovan@collabora.co.uk>","{'added': [(934, '\tstrncpy(hid->name, req->name, sizeof(req->name) - 1);')], 'deleted': [(934, '\tstrncpy(hid->name, req->name, 128);')]}"
"cookie: fix tailmatching to prevent cross-domain leakage

Cookies set for 'example.com' could accidentaly also be sent by libcurl
to the 'bexample.com' (ie with a prefix to the first domain name).

This is a security vulnerabilty, CVE-2013-1944.

Bug: http://curl.haxx.se/docs/adv_20130412.html","{'added': [(121, 'static bool tailmatch(const char *cooke_domain, const char *hostname)'), (123, '  size_t cookie_domain_len = strlen(cooke_domain);'), (124, '  size_t hostname_len = strlen(hostname);'), (126, '  if(hostname_len < cookie_domain_len)'), (129, '  if(!Curl_raw_equal(cooke_domain, hostname+hostname_len-cookie_domain_len))'), (130, '    return FALSE;'), (131, ''), (132, ""  /* A lead char of cookie_domain is not '.'.""), (133, '     RFC6265 4.1.2.3. The Domain Attribute says:'), (134, '       For example, if the value of the Domain attribute is'), (135, '       ""example.com"", the user agent will include the cookie in the Cookie'), (136, '       header when making HTTP requests to example.com, www.example.com, and'), (137, '       www.corp.example.com.'), (138, '   */'), (139, '  if(hostname_len == cookie_domain_len)'), (140, '    return TRUE;'), (141, ""  if('.' == *(hostname + hostname_len - cookie_domain_len - 1))""), (142, '    return TRUE;'), (143, '  return FALSE;')], 'deleted': [(121, 'static bool tailmatch(const char *little, const char *bigone)'), (123, '  size_t littlelen = strlen(little);'), (124, '  size_t biglen = strlen(bigone);'), (126, '  if(littlelen > biglen)'), (129, '  return Curl_raw_equal(little, bigone+biglen-littlelen) ? TRUE : FALSE;')]}"
"Bluetooth: fix possible info leak in bt_sock_recvmsg()

In case the socket is already shutting down, bt_sock_recvmsg() returns
with 0 without updating msg_namelen leading to net/socket.c leaking the
local, uninitialized sockaddr_storage variable to userland -- 128 bytes
of kernel stack memory.

Fix this by moving the msg_namelen assignment in front of the shutdown
test.

Cc: Marcel Holtmann <marcel@holtmann.org>
Cc: Gustavo Padovan <gustavo@padovan.org>
Cc: Johan Hedberg <johan.hedberg@gmail.com>
Signed-off-by: Mathias Krause <minipli@googlemail.com>
Signed-off-by: David S. Miller <davem@davemloft.net>","{'added': [(233, '\tmsg->msg_namelen = 0;'), (234, '')], 'deleted': [(240, '\tmsg->msg_namelen = 0;'), (241, '')]}"
"netrom: fix invalid use of sizeof in nr_recvmsg()

sizeof() when applied to a pointer typed expression gives the size of the
pointer, not that of the pointed data.
Introduced by commit 3ce5ef(netrom: fix info leak via msg_name in nr_recvmsg)

Signed-off-by: Wei Yongjun <yongjun_wei@trendmicro.com.cn>
Signed-off-by: David S. Miller <davem@davemloft.net>","{'added': [(1176, '\t\tmemset(sax, 0, sizeof(*sax));')], 'deleted': [(1176, '\t\tmemset(sax, 0, sizeof(sax));')]}"
"VSOCK: vmci - fix possible info leak in vmci_transport_dgram_dequeue()

In case we received no data on the call to skb_recv_datagram(), i.e.
skb->data is NULL, vmci_transport_dgram_dequeue() will return with 0
without updating msg_namelen leading to net/socket.c leaking the local,
uninitialized sockaddr_storage variable to userland -- 128 bytes of
kernel stack memory.

Fix this by moving the already existing msg_namelen assignment a few
lines above.

Cc: Andy King <acking@vmware.com>
Cc: Dmitry Torokhov <dtor@vmware.com>
Cc: George Zhang <georgezhang@vmware.com>
Signed-off-by: Mathias Krause <minipli@googlemail.com>
Signed-off-by: David S. Miller <davem@davemloft.net>","{'added': [(1739, '\tmsg->msg_namelen = 0;'), (1740, '')], 'deleted': [(1771, '\tmsg->msg_namelen = 0;')]}"
"dm snapshot: fix data corruption

This patch fixes a particular type of data corruption that has been
encountered when loading a snapshot's metadata from disk.

When we allocate a new chunk in persistent_prepare, we increment
ps->next_free and we make sure that it doesn't point to a metadata area
by further incrementing it if necessary.

When we load metadata from disk on device activation, ps->next_free is
positioned after the last used data chunk. However, if this last used
data chunk is followed by a metadata area, ps->next_free is positioned
erroneously to the metadata area. A newly-allocated chunk is placed at
the same location as the metadata area, resulting in data or metadata
corruption.

This patch changes the code so that ps->next_free skips the metadata
area when metadata are loaded in function read_exceptions.

The patch also moves a piece of code from persistent_prepare_exception
to a separate function skip_metadata to avoid code duplication.

CVE-2013-4299

Signed-off-by: Mikulas Patocka <mpatocka@redhat.com>
Cc: stable@vger.kernel.org
Cc: Mike Snitzer <snitzer@redhat.com>
Signed-off-by: Alasdair G Kergon <agk@redhat.com>","{'added': [(272, 'static void skip_metadata(struct pstore *ps)'), (273, '{'), (274, '\tuint32_t stride = ps->exceptions_per_area + 1;'), (275, '\tchunk_t next_free = ps->next_free;'), (276, '\tif (sector_div(next_free, stride) == NUM_SNAPSHOT_HDR_CHUNKS)'), (277, '\t\tps->next_free++;'), (278, '}'), (279, ''), (513, '\tskip_metadata(ps);'), (514, ''), (641, '\tps->next_free++;'), (642, '\tskip_metadata(ps);')], 'deleted': [(619, '\tuint32_t stride;'), (620, '\tchunk_t next_free;'), (633, '\tstride = (ps->exceptions_per_area + 1);'), (634, '\tnext_free = ++ps->next_free;'), (635, '\tif (sector_div(next_free, stride) == 1)'), (636, '\t\tps->next_free++;')]}"
"Staging: sb105x: info leak in mp_get_count()

The icount.reserved[] array isn't initialized so it leaks stack
information to userspace.

Reported-by: Nico Golde <nico@ngolde.de>
Reported-by: Fabian Yamaguchi <fabs@goesec.de>
Signed-off-by: Dan Carpenter <dan.carpenter@oracle.com>
Cc: stable@kernel.org
Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>","{'added': [(1066, '\tstruct serial_icounter_struct icount = {};')], 'deleted': [(1066, '\tstruct serial_icounter_struct icount;')]}"
"Prevent Special:Contributions from indicating that an IP address is autoblocked

If an IP address was autoblocked in the userlinks, sysops would see
""change block"" and ""unblock"", indicating that the IP is autoblocked.

Now Special:Contributions will only display ""change block"" if the user
is blocked and the block type is not Block::TYPE_AUTO. This is the same
check which is used above when deciding whether to display the
block log extract.

Bug: 46457
Change-Id: I43047059cb67527d5296322ac17fe798db917bec","{'added': [(301, '\t\t\t\tif ( $target->isBlocked() && $target->getBlock()->getType() != Block::TYPE_AUTO ) {')], 'deleted': [(301, '\t\t\t\tif ( $target->isBlocked() ) {')]}"
